	class	excl	len	neg_em	neg_sm	pos_em	pos_sm	quest	text
4043	1	0	7	0	0	0	0	0	я уложил парик на чертову  будет последний образ этого несчастного парика х  
4044	1	0	3	0	0	0	0	0	 хорошего вечернего отдыха         
4045	1	0	7	0	0	0	0	0	давно я не пил липтона с лимоном и сахаром  вкус зимы
4046	1	0	6	0	0	0	0	0	снеег это лучший подарок на др от харьковской погоды  
4047	1	1	7	0	0	0	0	0	ты очень хороший человек  очень приятно с тобой общатся 
4048	1	0	12	0	0	0	1	0	я нагулил свой любимый чай  гуглил по детским ощущениям      лапсанг сушонг     мой идеальный чай   копчёный чай 
4049	1	1	9	0	0	0	1	0	 за  найзууд тоохгуй байхад манай жиргээнийхэн л ийм айхтар байдышд   
4050	1	0	8	0	0	0	0	0	   этот дурацкий момент  когда ты идёшь по улице и начинаешь улыбаться как придурок  вспомнив что то 
4051	1	0	6	0	0	0	0	0	завтра мы проснемся  а нас занесло снегом   и не надо будет никуда торопиться 
4052	1	0	10	0	0	0	1	0	даа     класс серьезно относится к новому году  особенно он офигеннл украсил свой класс d
4053	1	0	8	0	0	0	0	0	   после прослушивания диджестива и бла  бла  бла по ёптафону увидел вот это…     
4054	1	0	8	0	0	0	0	0	  а я сегодня в суточном наряде тоже в своем роде адский отжиг ждет 
4055	1	0	6	0	0	0	1	0	я вредная только местами  дислокация которых постоянно меняется    
4056	1	0	2	0	0	0	0	0	  въебать ей раз  чтобы не встала 
4057	1	0	5	0	0	0	1	0	    таак    слепцова  глазырина  шумилова и вилухина у нас 
4058	1	0	7	0	0	0	0	0	 скорее  не заплатил  а не дополучил   плюс это долги со времен сср 
4059	1	0	8	0	0	0	0	0	помогите мне собрать    тыс за месяц     поожалуйстаа  мне срочно надо на ямайку в конце января    
4060	1	0	7	0	0	0	1	0	 а я давно специально искала сталкер моуд    бюджетный  но громоздкий
4061	1	2	12	0	0	0	0	0	разезжают люди по городам и дарят счастье  людям  многим меня не понять  да и хай с ними  спасибо тем кто понимает 
4062	1	0	7	0	0	0	1	0	только я могу сказать место  нижняя тумбочка     нежная тумбочка   d
4063	1	0	7	0	0	0	1	0	после трехчасового похода в магазин  мы наконец то выбрали друг другу подарки  
4064	1	0	6	0	0	0	1	0	 азазаащ я тоже так щас начал делать  d у них уже оргазм азахха
4065	1	0	7	0	0	0	0	0	еле встала  в крд тишина будто вымерли все буду собираться
4066	1	0	4	0	0	0	1	0	 ахаха ну я знаю все у нас схожие истории  
4067	1	0	8	0	0	0	1	0	 не очень привычка есть чебурек за    рублей на кажаном салоне так то    а одет хуже меня  да ну
4068	1	0	6	0	0	0	1	0	   неделя началась  в честь этого маленькая рыжая морда    
4069	1	0	6	0	0	0	0	0	   гимназия порой очень хочет вернуть изюминку  
4070	1	1	6	0	0	0	0	0	правильный торт  к нему нужен правильный чай     
4071	1	0	8	0	0	0	0	0	читаю   комбинированные съемки   как   комбинированные семки    бляя кароч все плохо                    
4072	1	0	8	0	0	0	0	0	 они не могут быть бессмысленными  ты же что то делаешь  приносишь пользу  радуешь себя и многое другое  
4073	1	2	3	0	0	0	0	1	 а как же интрига     досмотрите до конца    
4074	1	0	7	0	0	0	0	0	 солай жазғам ғой  кеш көріп астына жазғам         
4075	1	0	11	0	0	0	1	0	яся дала подносить свою рубашку пока сидели у неё дома люба довольна как слон   
4076	1	0	10	0	0	0	0	0	самый простой способ стать счастливым  думать  что ты самый счастливый человек на земле     
4077	1	0	4	0	0	0	0	0	музыка для вашего первого танца  
4078	1	0	3	0	0	0	1	0	мне нечего было делать и я сделал это   d 
4079	1	0	8	0	0	0	1	0	   сегодня по традиции пекли во дворе блины на мангале и распивали глинтвейн   
4080	1	0	8	0	0	0	1	0	   у погоды сегодня явный гормональный сбой   непредсказуемо то плачет   то смеется   
4081	1	0	2	0	0	0	1	0	    в хумо нет бургеров  
4082	1	0	3	0	0	0	1	0	  ну да  а я готовил из чего ели  а пили из чего d
4083	1	0	4	0	0	0	1	0	 теравлюшку выпей и в теплую кроватку   
4084	1	1	13	0	0	0	0	0	милый не смог приехать говорит машина сломалась  не послушал меня   а я еще вчера говорила за изолируй провода актанового корректора 
4085	1	0	6	0	0	0	0	0	 оо  почитала твой твит и захотелось борща 
4086	1	0	2	0	0	0	1	0	    всем созерцания      
4087	1	0	5	0	0	0	1	0	 пусть снимет трусы  поглядим какой он хохол   
4088	1	0	4	0	0	0	0	0	то коты в адидасах  теперь вот песик в лапландии   
4089	1	0	4	0	0	0	1	0	 господи роома   люблю ж тебя сын    
4090	1	0	6	0	0	0	0	0	так из уроков осталась география история и тест по геометрии  
4091	1	1	9	0	0	0	0	0	вот и подошел к концу наш марафон гриффинов  уверен  вам понравились сегодняшние посты   
4092	1	0	5	0	0	0	0	0	   ну вот все ныли  ну где же ты зима а теперь все не довольные  а я вот довольна  ураа
4093	1	2	8	0	0	0	0	0	я нашла   плюс быть физматом   теперь я могу помогать моим любимым гумикам   
4094	1	0	15	0	0	0	0	0	опять миша звонит а я трубку не беру написал смс  если трубку не возьмёшь то я приеду и убью тебя  ахах а я трубку всё равно не беру 
4095	1	0	9	0	0	0	1	0	    приветствую нового твиттерского    бро добра тебе  единорожек и печенюшек   этого много не бывает   
4096	1	0	10	0	0	0	1	0	хм че то не получилась флешка с free bsd current  ладно попробуем еще разок   
4097	1	0	12	0	0	0	0	0	 я тож пару раз промахивалась  на автомате нажимала  не подумав и не глянув  через несколько дней привыкнем окончательно  думаю 
4098	1	0	6	0	0	0	1	0	    ха ха ха     да он уже    лет правильно говорит   
4099	1	0	5	0	0	0	0	0	   если женщина говорит нет  значит любит но ты козел  
4100	1	0	6	0	0	0	0	0	чему тут удивляться то   ебанутая таня  ебанутый мир 
4101	1	0	9	0	0	0	9	0	 ахах    блиин    антоон    так еще написал    если он не подойдет к тебе  то он дебил       ахах    меня это улыбнуло      
4102	1	0	4	0	0	0	0	0	 вот  прикид я разработал  надо что бы кто та сфотал     
4103	1	0	9	0	0	0	0	0	   linked in хочет идти в ipo  чувствую соберут денег и смотаются    
4104	1	0	6	0	0	0	1	0	   клевая идея  теперь не надо ходить на кухню  чтобы открыть холодильник     
4105	1	3	13	0	0	0	0	0	солнце светит я бaлдею дождь идет я фанарею я от жизни ловлю кайф все прекрасно its my life         
4106	1	1	4	0	0	0	0	1	   по пиву   иванов  тяните уже билет   
4107	1	0	7	0	0	0	2	0	 а мне что то кажется     что на стадионе наш майдан поддержат громко   и ни при чем тут шахтер  
4108	1	0	6	0	0	0	1	1	  тебе постонать для полноценного восстановления вчерашней ситуации  d
4109	1	2	8	0	0	0	1	1	живу за средсва женщин которые влюблены в меня   нищенствуйте   да чёрт возьми   d 
4110	1	0	9	0	0	0	1	0	 раз вы все двуличные и написали что история для вас самый легкий предмет     ну физ  мат  держитесь  
4111	1	0	8	0	0	0	0	0	   вот даша с куклой   чтобы был понятен размер моего произведения швейного искусства   
4112	1	0	8	0	0	0	1	1	“    ты почему не спишь  милая    зло не дремлет ”   про теб я     
4113	1	0	3	0	0	0	0	0	нечем было  по лесу ночью   
4114	1	1	12	0	0	0	0	0	   коммунальные службы штаба национального сопротивления работают в штатном режиме    попов   до свидания      євромайдан htt…
4115	1	0	6	0	0	0	0	0	сегодня у меня бал  меня зовут василий григорьевич костенецкий 
4116	1	0	11	0	0	0	1	0	удивительно и очень приятно  большинство в моей тви ленте такие же  как и я  ну или почти  видимо поэтому мне здесь так уютно  
4117	1	1	4	0	0	0	1	0	вечерняя красная площадь   прекрасна     
4118	1	0	4	0	0	0	0	1	   кому      фолловеров       ru ff
4119	1	0	8	0	0	0	0	0	  курага пингиновна   мое официально почетное звание у дианы спасибоо 
4120	1	0	4	0	0	0	1	0	  атаманууд дэмжээрэй  шүүмжлээрэй зөвлөөрэй    
4121	1	0	4	0	0	0	0	0	 ну правильно  все равно надо же что то написать ахах 
4122	1	0	3	0	0	0	0	0	 клубок у  тоже не идеально круглый  
4123	1	0	6	0	0	0	2	0	 d так и хочется написать сюда то  что сказала мама  да я как то спалюсь  d
4124	1	0	4	0	0	0	0	0	  вполне нормальный  можно было бы посмотреть еще разочек 
4125	1	0	6	0	0	0	0	0	 афобазол всего навсего  ох уж этот твой интерес к веществам 
4126	1	0	6	0	0	0	0	0	 пиши мне  она ответит через меня   рядом вот сидит эта лалка
4127	1	0	7	0	0	0	2	0	 спасибо большое   я тоже пошла спать  всего доброго сладких снов  
4128	1	1	5	0	0	0	0	0	 ну и ладно сходи хоть так чб карточки глянь 
4129	1	0	16	0	0	0	1	1	 gt  gt  gt  via танд шинэ жилээр юу тохиолдох вэ   lt  lt  lt  гэсэн дээр дараарай    
4130	1	1	4	0	0	0	1	0	 ну фак это же   родные  мать их  просторы   d
4131	1	0	6	0	0	0	1	1	 меньше пить и звонить никто не будет    так часто названивают 
4132	1	0	4	0	0	0	0	0	первый снег в праге  да неужели       
4133	1	0	7	0	0	0	1	0	   у оленя  реддла и кобры сейчас бомбанула   и та же идея  совпад  
4134	1	0	10	0	0	0	0	0	на казанском вокзале   спасибо тем кто проводил большое    правда ми ми ми    едудомой… 
4135	1	1	9	0	0	0	1	2	 admin x  угадайте  что не выходит вовремя   d угадайте  кто всех опять разводит  трололовикс  привет  дорогой    
4136	1	0	6	0	0	0	1	0	осталось добраться до компа и удалить этот и слезливый аккаунты   
4137	1	0	9	0	0	0	1	0	отец на мыло письмо написал  пишет что у дочечки моей зуб прорезался    
4138	1	0	9	0	0	0	2	0	сегодня в мамкиной шубе смешная  а все потому что я в юбке и не хотела надевать сапоги на каблуке  
4139	1	0	10	0	0	0	0	0	захожу в ленту в вк и сразу радуюсь новости о том что курсач до след  недели можно сделать   
4140	1	0	9	0	0	0	0	0	 дочитала до   японского халата    согнулась пополам  представляя твое выражение лица     
4141	1	0	3	0	0	0	0	0	 у меня там одногрупница бегала   или еще бегает
4142	1	3	12	0	0	0	0	0	 у меня на форексе уже   лет     лежит  результат примерно ноль  прибыли убыли  стохастика    демоны максвелла не спят 
4143	1	0	8	0	0	0	1	0	 да с американцем   вроде он не плох но мне пока скучновато там  решила посмотреть декабрь
4144	1	1	5	0	0	0	0	0	    евромайдан  євромайдан песчаный карьер     человека     
4145	1	0	15	0	0	0	0	0	новость из разряда хороших  пропустить пару тройку дней во время перв  обучения   вполне допустимо  главное  договориться     марта 
4146	1	3	12	0	0	0	0	0	            время         киев  революция  катя   музыкант и мама в декрете    спасибо  что пришли         євромайдан http …
4147	1	0	1	0	0	0	1	0	      спасибоу 
4148	1	0	7	0	0	0	2	0	    у меня маман песни стасика михайлова поет  мне нарм dd
4149	1	0	3	0	0	0	2	0	  ага  в пельменях  как в том анекдоте     
4150	1	0	9	0	0	0	1	0	ну вообще как то так и есть   там проверяется достаточно узкоспециальные способности  хотя надо отдать должное  … 
4151	1	0	3	0	0	0	0	0	геометрия живого и мертвого       
4152	1	0	4	0	0	0	1	0	мне плевать на то что говорят про тебя люди  lovejb
4153	1	0	15	0	0	0	1	0	   еду на работу покопаться в сервере и wi fi точке  пока никто ими не пользуется  пару часов точно просижу там   
4154	1	0	7	0	0	0	0	0	сколько раз я бы не слушала песни muse  они мне не надоедят   беллами  ты ведь шикарен
4155	1	1	8	0	0	0	0	0	аа  путин назначил ведущего гомофоба главой госагентства   гардиан    
4156	1	0	4	0	0	0	1	1	   а вы тоже думаете  что раньше трава была зеленее   
4157	1	0	5	0	0	0	1	0	сделайте незабываемый подарок вашим детям   
4158	1	0	8	0	0	0	2	0	доброе бодрое утро   крепчаем  сегодня уже четверг  погода шепчет   
4159	1	0	8	0	0	0	0	0	  не серега молодой лет     но страшно ппц  сын наверно того кто тебя возил   
4160	1	1	8	0	0	0	0	0	   короче  обосновываюсь на google   мну здесь нравится  и главное  тут нет моих одноклассников    
4161	1	0	3	0	0	0	0	2	 машина где   зачем приобщилась к народу  
4162	1	0	3	0	0	0	0	0	  реально ☝️ и спаать    
4163	1	0	10	0	0	0	0	0	 я хотел чтоб если они и заседали в новом здании  то разве что в здании исправительной трудовой колонии    в качестве постояльцев  
4164	1	0	12	0	0	0	0	0	 chnpu secrets nice      поздравляю с днем рождения шевчук ангелину  первый курс  физо  няняня 
4165	1	0	10	0	0	0	0	1	 не за что  дорогой    интересно  почему мы до сих пор не встретились  наверно  потому что живем в разных городах 
4166	1	0	5	0	0	0	0	0	и опять стафф пати  постараюсь не повторять ошибок   
4167	1	1	2	0	0	0	1	0	 все будет так как ты сама захочешь    
4168	1	0	4	0	0	0	1	0	   мавлянов наснимал на телефон много фоточек   
4169	1	0	5	0	0	0	0	0	с этим фото явно что то не так      посмотреть всё   
4170	1	0	6	0	0	0	1	0	  сейчас я досматриваю второй сезон forbrydelsen  а на очереди broen   
4171	1	0	8	0	0	0	0	0	папусь я заберу у тебя деньги  приеду в заводской и куплю себе планшет с симкой 
4172	1	0	6	0	0	0	1	0	самцы турухтанов в брачный сезон превращаются в мучачо d
4173	1	0	7	0	0	0	0	0	 помню  только грязь по дерьму  я тоже посмотрела её  но книгу как то больше люблю 
4174	1	0	11	0	0	0	0	1	мой кот в прошлой жизни был судебным приставом  описывает имущество     не только  сегодня в прихожей еще и арест наложил   
4175	1	0	7	0	0	0	0	0	а вот гёлз зи  пилят лёгкую нувыпоняли     students  school   з 
4176	1	0	4	0	0	0	1	0	да и нет здесь ни птички  ни рыбки       ff  follow
4177	1	0	5	0	0	0	0	0	часть из мана моего любимого дениса  
4178	1	0	9	0	0	0	0	0	 это норма  я про это же и описывал  хотя мож провинился и хочет пиздюлин дать  кто их знает   
4179	1	2	3	0	0	0	0	0	  а чё мне молчать у меня же вода есть     
4180	1	0	7	0	0	0	0	0	спалили наши вчерашние посиделки на крыше  практически щастлив 
4181	1	0	12	0	0	0	0	1	я сделаю из милки метрового медведя а внутри там будут лепестки роз ок    ахаха   ахаххахахахахахахаха ок 
4182	1	0	10	0	0	0	1	1	   идиотский вопрос опять     если у объекта  user поле signature отсутствует  то  user signature     null ведь  так  а
4183	1	3	3	0	0	0	1	0	не держи в себе зло    пукни     
4184	1	0	6	0	0	0	0	0	 ну вот  у меня снова ностальжи по твоему дневнику и персидскому мальчику  
4185	1	0	7	0	0	0	1	0	 я тоже хочу провести с тобой новогоднюю ночь     ихихи  lt  
4186	1	0	3	0	0	0	1	0	   но при этом не забывай о человеческих качествах   
4187	1	0	9	0	0	0	1	0	доброе утро  блять          описок в характеристике по литературе  gt  lt  за то поржали  
4188	1	0	8	0	0	0	0	1	значит уйти по китайски   наделать кучу детей и свалить по английски  
4189	1	0	5	0	0	0	0	0	будет использовать свои ресурсы для защиты от кризиса    
4190	1	1	6	0	0	0	0	0	на следующем уроке будем наряжать класс наконец то дождались  
4191	1	0	6	0	0	0	1	0	   остался месяц для проебона лета  держитесь  хикки   
4192	1	3	7	0	0	0	0	0	 с днюхой  конечно здоровья успехов чтоб всегда был стояк во всем  и чтоб стал миллионером      
4193	1	0	4	0	0	0	0	0	 посоветуй песни под хорошие настроение 
4194	1	0	6	0	0	0	1	0	 да точно тебе говорю  своими глазами видела   
4195	1	0	5	0	0	0	0	1	 ну так    а что нам ещё делать  после жаркого фотосета 
4196	1	0	7	0	0	0	0	0	   дальнобойщики особый народ и появляются на свет они также по особому  
4197	1	0	8	0	0	0	0	0	 реклама  юмор  приколы  креатив  ipropiar  pr  propiar  забавно  
4198	1	0	5	0	0	0	0	0	настоящая женщина должна быть вредная и капризная  
4199	1	4	7	0	0	0	1	0	 зацените    это вам не дома на рубинштейна искать  вот тут можно действительно заблудиться    самаяширокаяулицавмире
4200	1	0	1	0	0	0	0	0	   знакомо  
4201	1	0	6	0	0	0	0	0	правда меня в этом поддерживает только один человек  я очень сильно благодарна ему за это 
4202	1	9	4	0	0	0	0	0	 агагага          саньку уже моего цитируешь    
4203	1	0	6	0	0	0	0	0	   все бабы ахуели  все они выебываются  но леры  леры идеальны
4204	1	0	12	0	0	0	1	0	лихая пятая пара  мы развлекались как могли    university  friend  spb  russia  shit  girl  like… 
4205	1	0	13	0	0	0	1	0	сломались наушники  разобрал  что то оторвал  соединил по другому  собрал  проверяю  работает  думаю  с этого момента я тру инженер   
4206	1	0	5	0	0	0	0	0	  х        р  штучка   сидушки наволочки на стулья  с подвязочками   
4207	1	0	7	0	0	0	0	1	нужна ли тебе ёлка на новый год    да  хочу ёлочку      
4208	1	0	6	0	0	0	1	0	еще бы немного и мы с покидышем разбили бы семену машину  dd
4209	1	0	8	0	0	0	0	0	 просто пока еще не успели отменить статьи    и    чувашского ко ап    
4210	1	0	16	0	0	0	1	0	ну вось  гэта будзе мой беларускамоўны твітар    а то сяджу ў сваем зачыненым і не магу нават казаць   што я яго фанат  
4211	1	2	5	0	0	0	0	0	 а я думал ты про рубли   вас беларусов миллионеров не поймёшь 
4212	1	0	4	0	0	0	0	0	 понимаешь меня   одна проблема на двоих 
4213	1	0	11	0	0	0	1	1	все как то утром навалилось  понедельник  утро  снег  авто пробка  отсутствие времени   а у вас как начинается понедельник 
4214	1	1	8	0	0	0	2	0	хоккей    смотрю на игры прямо из окна своего дома  круто  
4215	1	0	7	0	0	0	0	0	первый   роман   на детской площадке  против красоты не попрешь    
4216	1	0	5	0	0	0	1	0	ну вы поняли  какими будут мои дети  d 
4217	1	0	3	0	0	0	1	1	 да тоже вроде не плохо   что еще хорошего 
4218	1	0	12	0	0	0	0	0	все  я поехала к ленчику  пока вдвоем затусим  потом любимка ночью с работы приедет  да ребята выйдут   комедии
4219	1	0	6	0	0	0	0	0	я не знаю иных признаков превосходства  кроме доброты     
4220	1	0	7	0	0	0	0	0	   не одна я не уважаю    февраля   ведь влюбленным каждый день праздник     
4221	1	0	4	0	0	0	0	0	 просто  баба какая то на улице напала 
4222	1	0	5	0	0	0	1	0	сделала себе сырный попкорн для просмотра x фактора   
4223	1	0	6	0	0	0	0	0	приехала сестра привезла племяшу  уже дома бардак  d
4224	1	0	11	0	0	0	0	0	   последняя красивая дата в ближайшее энное кол во лет        люблю тебя  мой дорогой и замечательный муж   
4225	1	0	5	0	0	0	1	1	    лерочек мой  я так скучала без тебя тт но теперь ты тут з как твои дела   
4226	1	0	5	0	0	0	2	0	приснился сынишка от тебя   только почему то с голубыми глазами d
4227	1	0	4	0	0	0	0	1	 андрей здарова  так что будете в варшаве или нет  
4228	1	0	6	0	0	0	1	0	 я за гуляш колым отдаам  за батон душу продаам      
4229	1	0	3	0	0	0	2	0	     ибо тоже жрать любишь d
4230	1	0	5	0	0	0	0	0	когда возвращаешься  всё выглядит совсем по другому      teamfollowback
4231	1	0	12	0	0	0	1	0	   колфер хотел сделать важное объявление  и родители со стороны обоих как раз в зале   остановите мои мысли  d
4232	1	0	8	0	0	0	0	0	приветствую моего     го читателя   который пишет   провокационные   вещи 
4233	1	0	7	0	0	0	0	0	вот мой вам  рано выходить замуж то только по залету а так можно и подождать лет эдак до       
4234	1	0	4	0	0	0	1	0	у меня подруга влюбилась  но она об этом ещё не згает d
4235	1	0	8	0	0	0	0	0	странно было пить томатный сок  когда вокруг тебя пьют виски и коньяк 
4236	1	0	7	0	0	0	2	0	   хочу получить письмо от руди   не знаю почему  но очень 
4237	1	0	14	0	0	0	1	0	ну и сон к нам тимати приехал  но когда я фоткалась с ним он оказался нашей старостой  а потом юля сняла шапку и это вновь тимати   пиздец d
4238	1	0	7	0	0	0	1	0	 аэропарк офигенский и  лента отличный магазин  уже сделал им выручку чуть    
4239	1	0	10	0	0	0	1	0	 о подходит девушка  сама  спрашивает как меня зовут  говорит какая у меня красивая улыбка  d спрашивает  есть ли у меня девушка  о   
4240	1	0	10	0	0	0	1	0	частичное затемнение квартиры устроено  наконец то     все это время мою лень от солнца оберегали облака   
4241	1	0	7	0	0	0	0	0	спалили наши вчерашние посиделки на крыше  практически щастлив 
4242	1	0	11	0	0	0	0	0	а сегодня у сикса день рождения  кстати  и у моей одноклассницы  но на последнее  мне  если честно  похуй  сорь 
4243	1	0	4	0	0	0	0	0	   беспощадна социальная реклама в рф  
4244	1	0	7	0	0	0	0	0	вот и началось мое путешествие  люблю сидеть в автобусах одна 
4245	1	0	6	0	0	0	0	0	 пусть им пургена в борщ подсыпят  и предложат бесплатно   
4246	1	0	5	0	0	0	0	0	 а вот хрустящий он ещё после приземления на кафельный пол    
4247	1	0	6	0	0	0	0	0	 у меня сдвиг по фазе  я люблю что бы книга была моя  но спасибо за предложение 
4248	1	0	13	0	0	0	0	0	 у нас регион волга  в самаре базируется  им тут нафиг ниче не интересно в том году в вену ездили дешевле даже чем в россии проводить
4249	1	0	6	0	0	0	1	0	  тимуур я чуствую себя немного глупо    детка ты звезда d 
4250	1	0	4	0	0	0	0	1	 вот я сейчас сижу и думаю  всё здесь правда или нет  
4251	1	0	5	0	0	0	0	1	q  что ты ждешь от завтрашнего дня    a  
4252	1	2	13	0	0	0	0	0	уже завтра я еду с любимой маней подбирать материал под цвет моих волос  и в конце недели я заплетусь   наконец то мне не надо будет мыть   
4253	1	0	4	0	0	0	1	0	нас с дашей оставлять нельзя   у нас сразу истерика d
4254	1	0	13	0	0	0	1	0	я извращенец таки   d вроде с одной стороны  велосипеды свои изобретать очень очень плохо  когда есть готовые решения  в
4255	1	1	8	0	0	0	1	0	  да успоокоойся    просто эйчары из аутсорсингово консалдинговой компании оч похожи 
4256	1	1	8	0	0	0	0	0	 мне аспирантка не даст вернуть стипендию  лишь потому что у меня не та пара хромосом  
4257	1	0	7	0	0	0	1	0	   хочу чтоб такие деды морозы пришли ко мне на нг  d 
4258	1	0	2	0	0	0	1	0	   все делишки сделаны    
4259	1	0	13	0	0	0	2	0	    хн намайг түйтрийн од гэхээс илүү фликрийн нтр гэвэл хүн илүү танина даа     
4260	1	0	2	0	0	0	0	0	  о  он меня для количества зафоловил 
4261	1	0	10	0	0	0	0	0	 тему сдавать всё равно придётся и контрльну всё равно писать придётся 
4262	1	1	6	0	0	0	0	0	   а если бы у женщин было еще   титьки на спине   как было бы здорово с ними танцевать    d
4263	1	0	3	0	0	0	1	0	    надо отряд бойцов собрать 
4264	1	0	7	0	0	0	0	0	 да лаадно  у нас ещё вся жизнь впереди  ещё увидимся  
4265	1	0	2	0	0	0	2	0	  да ну  d при этом с нами было   взрослых  d
4266	1	0	4	0	0	0	0	0	покушать приготовила футбол включила  
4267	1	0	9	0	0	0	1	0	скорее бы пятница  нарядим ёлочку и украсим мою комнату с масичком    идеально  
4268	1	0	7	0	0	0	1	2	 как поживаешь  катюша         хз ты тогда так и не написал я тоже   е мне лезть  в�
4269	1	0	8	0	0	0	0	0	  давно я не следила за ценами  теперь видимо с куском золота впридачу  с продают  
4270	1	0	6	0	0	0	0	0	 скоро на почту все равно идти  заодно и отправишь все   
4271	1	0	5	0	0	0	1	0	    а у меня тут скины не пиздят хачиков пиздят каждого 
4272	1	0	4	0	0	0	0	0	     оой  ми ми ми   
4273	1	0	8	0	0	0	0	0	   нам самим здесь не нравится из за этого урода стоять  просто приказ         євромайдан 
4274	1	2	9	0	0	0	1	0	от папы    и понимаешь  что жизнь   это чаша весов  вчера хорошо погулял  сегодня получи 
4275	1	0	7	0	0	0	0	0	 даа  по   шт в кино беру  очень классная вещь 
4276	1	0	2	0	0	0	0	0	 вот если бы она не упала         это было бы подозрительно  
4277	1	0	18	0	0	0	1	0	просто тыкали друг друга ручкой и все хд  тупаяучилка кстати я тогда дико заржал когда кирик сказал   ай яй яй похотливая амели  d   ахахах
4278	1	0	7	0	0	0	0	0	   вот напишу под своими окнами краской я люблю себя и буду любоваться   
4279	1	0	4	0	0	0	0	0	 он талантлив  не даром муслим   увидел   его   
4280	1	2	13	0	0	0	0	0	 петь песни марли  и любить кого хошь   и срать на всех и вся  сдохнуть молодым  не самый худший исход  
4281	1	1	13	0	0	0	0	0	что то  наверное  увлекательное рассказывает вика  я сижу в вк и не слушаю кажется  она заметила  что я не слушаю   скандал  обида   беда
4282	1	1	5	0	0	0	1	0	 доброе утро  яков          бодренького настроения    
4283	1	0	8	0	0	0	1	0	нравиться  бублик b     значит проблем нет  живи и наслаждайся жизнью   
4284	1	0	5	0	0	0	1	0	  я теперь знаю  что такое fear driven development   
4285	1	3	6	0	0	0	0	0	   тойота   управляй мечтой  ваз   не ссы  доедем       
4286	1	0	3	0	0	0	0	0	 теперь тоже хочу приготовить пасту 
4287	1	0	8	0	0	0	0	0	людей с   группой крови    на всем земном шаре  так у меня еще отрицательная  берегите меня        
4288	1	0	7	0	0	0	0	0	свалили с таней с  женьке шапку помогать выбирать было весело  
4289	1	0	4	0	0	0	2	1	   ну что    замучу ка я биток для другана  
4290	1	3	5	0	0	0	0	0	туркмены учатся говорить слово    теперь   теперь теперь теперь теперь теперь теперь теперь теперь теперь   да сколько можно     
4291	1	2	2	0	0	0	1	0	 оо ты меня читаешь       
4292	1	1	8	0	0	0	0	0	  мне кажется что я пою слишком сладко    фео о дневниках одиночки   я тащусь
4293	1	0	4	0	0	0	0	0	    она на такие слова ещё и обижается
4294	1	0	7	0	0	0	0	0	 они просто не хотят красивые ножки прятать под джинсами в обтяг   
4295	1	0	5	0	0	0	1	1	       “  toscana ”  вас не тянет в тоскану    
4296	1	0	8	0	0	0	1	0	русские субтитры к пятой серии шестого сезона лоста   готовы   
4297	1	0	7	0	0	0	1	0	 threegrapes   херес  пишем сказку про херес  скоро запишем   
4298	1	0	9	0	0	0	0	0	купила подводку  тени  краску для волос и кучу кисточек  пока стипендия х 
4299	1	0	10	0	0	0	0	0	перекрыла химию пятёркой по английскому поняла что остаюсь со стипендией завизжала запрыгала и расплакалась    
4300	1	0	5	0	0	0	1	0	кстати  я не рассказал что случилось с бостонской шлюхой   
4301	1	0	4	0	0	0	1	0	    и не надо мне говорить  из чего эти котлеты сделаны     burgerking
4302	1	0	12	0	0	0	0	0	не хочется возвращаться  но увы  подруга предложила продолжить традицию московских понедельников  жаль только что пока ничего не предвидится
4303	1	0	3	0	0	0	0	3	 я тоже устаю не представляю как ты     ты в   а   или   б     
4304	1	1	11	0	0	0	1	0	  утра  выход из подвала в лифоне  колготанах и со спутанными волосами  итог  мама в шоке  экшн   d
4305	1	1	8	0	0	0	1	0	   гы  прямо сейчас на c plus plus  идут конкретные разборки   
4306	1	0	5	0	0	0	1	0	арр    метро голдиум майер арр d 
4307	1	0	5	0	0	0	0	0	я таки съела гематоген          отлично   теперь можно работать     
4308	1	0	5	0	0	0	1	3	 типо нас освободят со школы    ну ту  которой у меня нет  d
4309	1	0	4	0	0	0	0	0	 правильный выбор на лч    тоже может что нибудь глянуть
4310	1	0	7	0	0	0	0	0	до вашего пабликов я не знала  что в нижнем новгороде живет так много татар 
4311	1	0	6	0	0	0	1	0	 сынушка мой  геюшка  баб тебе и котиков  ты уже взрослый d
4312	1	1	7	0	0	0	0	0	не ожидали такого поворота    зря только переживали     место это здорово  
4313	1	0	13	0	0	0	0	0	сегодня на работу иду в пионерском галстуке  а то меня достал с креативом наш сись админ  я сам теперь   креативный дядька   воть  
4314	1	0	11	0	0	0	1	0	видимо завтра пойду в ближайший большой магазин электроники   посмотрю  к чему душа лежит   
4315	1	0	7	0	0	0	0	0	 я тебя добавила в друзья в общем   если узнаешь  то скажешь каким образом  
4316	1	0	3	0	0	0	0	0	  не совсем на кбп    на   щегловский вал    
4317	1	0	6	0	0	0	0	0	   gt  футболок договориться со светящимися в темноте надписями 
4318	1	0	6	0	0	0	0	1	   да спасибо   я надеюсь   а во сколько лучше отправить блин к о знает где он сейчас  
4319	1	0	5	0	0	0	1	0	 хм  устрой дома укрощение строптивого d
4320	1	0	8	0	0	0	0	0	 несмотря на общую оболочку и эмоциональные корни  это совсем другой человек  и он уже давно умер  
4321	1	0	5	0	0	0	1	0	как же болит это ебанный палец  нахуй так веселиться  
